638862645592875008	12.879721	121.774017	2469_7243
638834285504364544	27.962825	-80.6261715	2831_2385
638834242294644737	11.3888799	122.6277455	2433_7263
638779006108717057	11.3888799	122.6277455	2433_7263
638762062479360003	10.3156992	123.8854366	2408_7293
638753444283596800	11.3888799	122.6277455	2433_7263
638723075203313664	27.6648274	-81.5157535	2824_2364
638673513264627712	46.5180824	-123.8264512	3276_1348
638672666283536384	46.5180824	-123.8264512	3276_1348
638645576897273857	36.204824	138.252924	3029_7638
638594320208166912	11.3888799	122.6277455	2433_7263
638581965814280192	11.3888799	122.6277455	2433_7263
638535067418161152	None	None	None
638528068143960064	11.3888799	122.6277455	2433_7263
639158431333543936	27.962825	-80.6261715	2831_2385
638999889582489600	11.3814112	124.6635297	2433_7312
638950191681290240	11.3888799	122.6277455	2433_7263
638935505875402753	11.3888799	122.6277455	2433_7263
638910085700304896	11.3888799	122.6277455	2433_7263
638892989583003648	11.3888799	122.6277455	2433_7263
639586904854396929	46.5180824	-123.8264512	3276_1348
639568922908454912	11.5000731	125.4999908	2436_7332
639539633051729920	11.3888799	122.6277455	2433_7263
639947464007643136	27.6648274	-81.5157535	2824_2364
640465618362351616	57.9608809	-134.9276613	3551_1082
640434327520542720	50.591635	-91.1910707	3374_2131
640364926222102528	14.1352478	120.5748227	2499_7214
640992174985732096	46.5180824	-123.8264512	3276_1348
640988742765838336	30.8090496	73.4508207	2899_6083
640894896858136576	27.5358635	76.7278803	2821_6161
640768979930320896	34.0633443	-117.6508876	2978_1496
641376227496820736	11.3888799	122.6277455	2433_7263
641145374787403776	11.5528816	122.740723	2437_7266
641143340700958720	27.962825	-80.6261715	2831_2385
641079116880609282	11.5528816	122.740723	2437_7266
641078267974426624	27.962825	-80.6261715	2831_2385
641065826284498945	27.6648274	-81.5157535	2824_2364
641691282541166593	40.7127837	-74.0059413	3137_2544
641559976842911744	11.3888799	122.6277455	2433_7263
641535537531121664	11.3888799	122.6277455	2433_7263
641528980768616448	11.3888799	122.6277455	2433_7263
641465038755115008	11.3888799	122.6277455	2433_7263
641863697716117505	25.304304	-90.065918	2767_2158
641793397666226178	11.3888799	122.6277455	2433_7263
641789309742395395	11.3888799	122.6277455	2433_7263
642484386798002176	46.2453111	-123.8018909	3270_1349
642433795602251776	46.5180824	-123.8264512	3276_1348
642432189808951296	25.304304	-90.065918	2767_2158
642155265589014528	11.3888799	122.6277455	2433_7263
642782166053687296	52.9399159	-73.5491361	3431_2555
642768138019344385	46.320207	-112.1072224	3272_1629
642757164872896512	20.593684	78.96288	2654_6215
642597832029896704	-25.6790199	28.095868	1544_4994
643209917671735298	11.3888799	122.6277455	2433_7263
643109713090093056	-15.2432008	-51.1606653	1794_3092
642950922088357888	25.304304	-90.065918	2767_2158
642875741722517504	35.4606	128.2132	3011_7397
642862177309749249	46.320207	-112.1072224	3272_1629
643554589170528256	27.8005828	-97.396381	2827_1982
643554502616981504	11.3888799	122.6277455	2433_7263
643532397057863680	27.7693351	-97.4814163	2826_1980
643507687284703233	43.583399	-65.343001	3206_2752
643500402693029889	43.583399	-65.343001	3206_2752
643498947701567488	27.8339158	-97.0610994	2828_1991
643474534427852800	27.8339158	-97.0610994	2828_1991
643467062950518784	27.8005828	-97.396381	2827_1982
643455747682996224	11.3888799	122.6277455	2433_7263
643441509866409984	38.0497094	23.9874613	3073_4896
643430461029662720	38.0497094	23.9874613	3073_4896
643393848899600384	11.3888799	122.6277455	2433_7263
643294384381935616	36.2534304	-115.164759	3030_1556
643293213927845889	11.3888799	122.6277455	2433_7263
643291477410451456	11.5000731	125.4999908	2436_7332
643262452184977408	36.2534304	-115.164759	3030_1556
643254668697600000	11.3888799	122.6277455	2433_7263
643927124664057856	28.9846391	-94.0695454	2856_2062
643925057417318400	27.962825	-80.6261715	2831_2385
643915013879541760	31.9685988	-99.9018131	2927_1922
643901354264518656	31.9685988	-99.9018131	2927_1922
643901090447130624	None	None	None
643885048433799168	26.3462673	-97.787662	2792_1973
643871042809823232	31.9685988	-99.9018131	2927_1922
643860552524111873	34.4513523	35.8427094	2987_5180
643844947184123904	29.3013479	-94.7976958	2863_2045
643834426980478976	27.6247587	-97.2147107	2823_1987
643831797483044864	31.9685988	-99.9018131	2927_1922
643816260900229120	28.9846391	-94.0695454	2856_2062
643795053995950080	27.8005828	-97.396381	2827_1982
643792902720610305	11.3888799	122.6277455	2433_7263
643758307027648512	27.5822822	-97.2194614	2822_1987
643736813215944704	31.9685988	-99.9018131	2927_1922
643731130227781632	27.6247587	-97.2147107	2823_1987
643700220354625536	11.3888799	122.6277455	2433_7263
643660945437405184	11.4934229	122.604049	2436_7262
643643654716813313	11.3888799	122.6277455	2433_7263
643630608233725952	54.5259614	-105.2551187	3469_1794
643630593977249793	54.5259614	-105.2551187	3469_1794
643629956044562433	54.5259614	-105.2551187	3469_1794
643620356998230016	27.8005828	-97.396381	2827_1982
643616739268276224	11.4934229	122.604049	2436_7262
644256127836942336	26.3462673	-97.787662	2792_1973
644247357337374720	27.8339158	-97.0610994	2828_1991
644240564469141506	31.9685988	-99.9018131	2927_1922
644228926131179521	27.8339158	-97.0610994	2828_1991
644209420063387648	31.9685988	-99.9018131	2927_1922
644174938119782400	31.9685988	-99.9018131	2927_1922
644161162981023744	11.8166109	122.0941541	2444_7250
644157365160411137	27.8339158	-97.0610994	2828_1991
644116069876170752	25.304304	-90.065918	2767_2158
644104267259887616	35.86166	104.195397	3021_6821
644003953919700992	28.9846391	-94.0695454	2856_2062
643994710919409664	31.9685988	-99.9018131	2927_1922
643986428460969984	31.9685988	-99.9018131	2927_1922
644656259099176961	31.9685988	-99.9018131	2927_1922
644607943464214528	25.9256176	-97.5161464	2782_1980
644604323108909056	31.9685988	-99.9018131	2927_1922
644601894497841152	31.9685988	-99.9018131	2927_1922
